chr	coordinate	ORF
chrVII	921862	YGR214W
chrVII	922595	YGR216C
chrVII	922599	YGR215W
chrVII	930876	YGR217W
chrVII	936000	YGR218W
chrVII	936001	YGR220C
chrVII	937048	YGR221C
chrVII	940796	YGR223C
chrVII	940896	YGR222W
chrVII	949161	YGR227W
chrVII	949179	YGR229C
chrVII	952321	YGR231C
chrVII	952473	YGR230W
chrVII	954611	YGR233C
chrVII	954706	YGR232W
chrVII	961131	YGR235C
chrVII	961371	YGR234W
chrVII	963151	YGR237C
chrVII	965955	YGR238C
chrVII	969088	YGR239C
chrVII	970534	YGR240C
chrVII	974803	YGR241C
chrVII	977899	YGR243W
chrVII	977924	YGR244C
chrVII	979627	YGR245C
chrVII	982320	YGR246C
chrVII	985742	YGR247W
chrVII	986836	YGR248W
chrVII	991065	YGR250C
chrVII	996572	YGR251W
chrVII	998301	YGR253C
chrVII	998387	YGR252W
chrVII	1002388	YGR254W
chrVII	1002468	YGR255C
chrVII	1006128	YGR257C
chrVII	1006368	YGR256W
chrVII	1007613	YGR258C
chrVII	1014208	YGR261C
chrVII	1014214	YGR260W
chrVII	1016882	YGR262C
chrVII	1017886	YGR263C
chrVII	1019397	YGR264C
chrVII	1024937	YGR267C
chrVII	1025005	YGR266W
chrVII	1025860	YGR268C
chrVII	1031580	YGR270W
chrVII	1037707	YGR271C-A
chrVII	1037835	YGR271W
chrVII	1038421	YGR273C
chrVII	1039809	YGR274C
chrVII	1043743	YGR276C
chrVII	1043833	YGR275W
chrVII	1045606	YGR277C
chrVII	1048559	YGR279C
chrVII	1048573	YGR278W
chrVII	1050696	YGR280C
chrVII	1057441	YGR281W
chrVII	1057520	YGR282C
chrVII	1058911	YGR283C
chrVII	1060473	YGR284C
chrVII	1061786	YGR285C
chrVII	1063653	YGR286C
chrVII	1067113	YGR287C
chrVII	1073806	YGR289C
chrVII	1080797	YGR294W
chrVII	1081503	YGR295C
chrVII	1090668	YGR296W
chrVIII	368	YHL050C
chrVIII	7650	YHL048W
chrVIII	8200	YHL047C
chrVIII	14520	YHL044W
chrVIII	16437	YHL042W
chrVIII	18836	YHL040C
chrVIII	23488	YHL038C
chrVIII	23608	YHL039W
chrVIII	27873	YHL035C
chrVIII	27955	YHL036W
chrVIII	33041	YHL034C
chrVIII	35197	YHL033C
chrVIII	36324	YHL032C
chrVIII	38755	YHL031C
chrVIII	45743	YHL030W
chrVIII	45824	YHL029C
chrVIII	50660	YHL028W
chrVIII	53101	YHL026C
chrVIII	53199	YHL027W
chrVIII	55952	YHL025W
chrVIII	59070	YHL023C
chrVIII	59097	YHL024W
chrVIII	62867	YHL022C
chrVIII	64378	YHL021C
chrVIII	66126	YHL020C
chrVIII	67627	YHL019C
chrVIII	71923	YHL016C
chrVIII	72006	YHL017W
chrVIII	76050	YHL014C
chrVIII	76071	YHL015W
chrVIII	77315	YHL013C
chrVIII	80522	YHL011C
chrVIII	80607	YHL012W
chrVIII	81692	YHL010C
chrVIII	83825	YHL009C
chrVIII	92427	YHL008C
chrVIII	94977	YHL007C
chrVIII	98033	YHL006C
chrVIII	100392	YHL003C
chrVIII	100498	YHL004W
chrVIII	104029	YHL002W
chrVIII	105214	YHL001W
chrVIII	107439	YHR001W
chrVIII	108334	YHR001W-A
chrVIII	109968	YHR003C
chrVIII	110016	YHR002W
chrVIII	111503	YHR004C
chrVIII	113398	YHR005C
chrVIII	115479	YHR005C-A
chrVIII	119566	YHR006W
chrVIII	119809	YHR007C
chrVIII	122718	YHR008C
chrVIII	123958	YHR009C
chrVIII	127630	YHR010W
chrVIII	129210	YHR011W
chrVIII	130681	YHR013C
chrVIII	130748	YHR012W
chrVIII	136637	YHR016C
chrVIII	136819	YHR015W
chrVIII	139859	YHR018C
chrVIII	139941	YHR017W
chrVIII	141791	YHR019C
chrVIII	146146	YHR020W
chrVIII	147780	YHR021C
chrVIII	149547	YHR022C
chrVIII	157497	YHR024C
chrVIII	157554	YHR023W
chrVIII	160597	YHR025W
chrVIII	161606	YHR027C
chrVIII	161694	YHR026W
chrVIII	164874	YHR028C
chrVIII	167600	YHR029C
chrVIII	168823	YHR030C
chrVIII	170641	YHR031C
chrVIII	176870	YHR034C
chrVIII	176954	YHR033W
chrVIII	180373	YHR035W
chrVIII	181972	YHR036W
chrVIII	183873	YHR037W
chrVIII	184750	YHR039C
chrVIII	184848	YHR038W
chrVIII	187064	YHR039C-A
chrVIII	189037	YHR041C
chrVIII	189127	YHR040W
chrVIII	192691	YHR043C
chrVIII	192837	YHR042W
chrVIII	193947	YHR044C
chrVIII	197228	YHR046C
chrVIII	197300	YHR045W
chrVIII	198592	YHR047C
chrVIII	206452	YHR048W
chrVIII	207322	YHR049W
chrVIII	209353	YHR050W
chrVIII	210268	YHR051W
chrVIII	212112	YHR052W
chrVIII	212348	YHR053C
chrVIII	213040	YHR054C
chrVIII	214358	YHR055C
chrVIII	215038	YHR056C
chrVIII	218091	YHR057C
chrVIII	218940	YHR058C
chrVIII	220601	YHR059W
chrVIII	221259	YHR061C
chrVIII	221335	YHR060W
chrVIII	222756	YHR062C
chrVIII	223953	YHR063C
chrVIII	225429	YHR064C
chrVIII	227415	YHR065C
chrVIII	230869	YHR066W
chrVIII	232148	YHR067W
chrVIII	233428	YHR068W
chrVIII	233434	YHR069C
chrVIII	236728	YHR070W
chrVIII	237748	YHR071W
chrVIII	241395	YHR072W
chrVIII	241998	YHR072W-A
chrVIII	245739	YHR073W
chrVIII	248373	YHR075C
chrVIII	248493	YHR074W
chrVIII	252328	YHR077C
chrVIII	252364	YHR076W
chrVIII	258033	YHR079C
chrVIII	258143	YHR078W
chrVIII	262750	YHR080C
chrVIII	268185	YHR082C
chrVIII	268315	YHR081W
chrVIII	273701	YHR083W
chrVIII	276544	YHR084W
chrVIII	277820	YHR085W
chrVIII	279858	YHR086W
chrVIII	281339	YHR087W
chrVIII	282475	YHR088W
chrVIII	282491	YHR089C
chrVIII	283528	YHR090C
chrVIII	284821	YHR091C
chrVIII	286954	YHR092C
chrVIII	290824	YHR094C
chrVIII	297260	YHR097C
chrVIII	299003	YHR098C
chrVIII	313861	YHR100C
chrVIII	314100	YHR099W
chrVIII	314654	YHR101C
chrVIII	319926	YHR102W
chrVIII	323148	YHR103W
chrVIII	324579	YHR104W
chrVIII	326650	YHR107C
chrVIII	326736	YHR106W
chrVIII	330175	YHR108W
chrVIII	332143	YHR109W
chrVIII	333029	YHR110W
chrVIII	334328	YHR112C
chrVIII	334440	YHR111W
chrVIII	337950	YHR113W
chrVIII	339991	YHR115C
chrVIII	340123	YHR114W
chrVIII	342381	YHR116W
chrVIII	344267	YHR118C
chrVIII	344363	YHR117W
chrVIII	349426	YHR119W
chrVIII	352535	YHR120W
chrVIII	353397	YHR121W
chrVIII	354463	YHR122W
chrVIII	356261	YHR123W
chrVIII	358491	YHR124W
chrVIII	361865	YHR127W
chrVIII	362900	YHR129C
chrVIII	363000	YHR128W
chrVIII	365079	YHR131C
chrVIII	368383	YHR132C
chrVIII	370524	YHR133C
chrVIII	370609	YHR132W-A
chrVIII	372592	YHR135C
chrVIII	372673	YHR134W
chrVIII	374560	YHR136C
chrVIII	377240	YHR138C
chrVIII	377395	YHR137W
chrVIII	381615	YHR140W
chrVIII	381868	YHR141C
chrVIII	384565	YHR142W
chrVIII	386727	YHR143W
chrVIII	387708	YHR144C
chrVIII	387711	YHR143W-A
chrVIII	392010	YHR146W
chrVIII	392509	YHR147C
chrVIII	394391	YHR149C
chrVIII	394430	YHR148W
chrVIII	399110	YHR151C
chrVIII	399141	YHR150W
chrVIII	401872	YHR153C
chrVIII	402071	YHR152W
chrVIII	406260	YHR154W
chrVIII	411137	YHR155W
chrVIII	411357	YHR156C
chrVIII	413542	YHR158C
chrVIII	413643	YHR157W
chrVIII	419355	YHR159W
chrVIII	420282	YHR161C
chrVIII	423575	YHR162W
chrVIII	424472	YHR164C
chrVIII	424560	YHR163W
chrVIII	429609	YHR165C
chrVIII	437043	YHR166C
chrVIII	440352	YHR167W
chrVIII	442131	YHR168W
chrVIII	443562	YHR169W
chrVIII	445577	YHR170W
chrVIII	447721	YHR171W
chrVIII	451162	YHR172W
chrVIII	452760	YHR174W
chrVIII	453678	YHR175W
chrVIII	453897	YHR175W-A
chrVIII	455639	YHR176W
chrVIII	461677	YHR178W
chrVIII	463807	YHR179W
chrVIII	467993	YHR181W
chrVIII	470628	YHR182W
chrVIII	472548	YHR183W
chrVIII	474498	YHR185C
chrVIII	474601	YHR184W
chrVIII	475887	YHR186C
chrVIII	481885	YHR188C
chrVIII	482029	YHR187W
chrVIII	484853	YHR189W
chrVIII	486199	YHR191C
chrVIII	486278	YHR190W
chrVIII	487648	YHR193C
chrVIII	487739	YHR192W
chrVIII	490675	YHR194W
chrVIII	491874	YHR195W
chrVIII	493709	YHR196W
chrVIII	496192	YHR198C
chrVIII	496301	YHR197W
chrVIII	497420	YHR199C
chrVIII	499884	YHR201C
chrVIII	499955	YHR200W
chrVIII	504258	YHR202W
chrVIII	504346	YHR203C
chrVIII	508778	YHR204W
chrVIII	511961	YHR205W
chrVIII	514791	YHR207C
chrVIII	514894	YHR206W
chrVIII	518868	YHR208W
chrVIII	520338	YHR209W
chrVIII	520582	YHR210C
chrVIII	528724	YHR211W
chrVIII	551072	YHR214C-E
chrVIII	553568	YHR215W
chrVIII	556152	YHR216W
chrVIII	562384	YHR219W
chrIX	466	YIL177C
chrIX	8703	YIL176C
chrIX	16512	YIL173W
chrIX	16687	YIL172C
chrIX	33577	YIL165C
chrIX	39203	YIL162W
chrIX	40176	YIL161W
chrIX	46065	YIL159W
chrIX	46776	YIL157C
chrIX	46908	YIL158W
chrIX	48061	YIL156W-B
chrIX	51414	YIL155C
chrIX	51519	YIL156W
chrIX	53906	YIL154C
chrIX	56424	YIL153W
chrIX	57284	YIL151C
chrIX	57380	YIL152W
chrIX	60707	YIL150C
chrIX	62892	YIL149C
chrIX	69588	YIL147C
chrIX	69593	YIL148W
chrIX	73969	YIL146C
chrIX	76254	YIL145C
chrIX	80177	YIL144W
chrIX	80282	YIL143C
chrIX	84935	YIL142W
chrIX	87857	YIL139C
chrIX	87961	YIL140W
chrIX	88885	YIL138C
chrIX	89864	YIL137C
chrIX	94884	YIL136W
chrIX	94922	YIL135C
chrIX	98372	YIL134W
chrIX	98427	YIL133C
chrIX	99805	YIL132C
chrIX	100654	YIL131C
chrIX	105790	YIL130W
chrIX	105965	YIL129C
chrIX	116857	YIL127C
chrIX	117021	YIL128W
chrIX	122210	YIL126W
chrIX	125990	YIL125W
chrIX	127197	YIL124W
chrIX	129912	YIL123W
chrIX	131817	YIL122W
chrIX	134014	YIL121W
chrIX	136248	YIL120W
chrIX	136510	YIL119C
chrIX	140501	YIL117C
chrIX	140604	YIL118W
chrIX	144207	YIL116W
chrIX	144270	YIL115C
chrIX	149073	YIL114C
chrIX	151294	YIL113W
chrIX	154996	YIL112W
chrIX	155799	YIL111W
chrIX	157275	YIL109C
chrIX	157302	YIL110W
chrIX	163053	YIL108W
chrIX	163269	YIL107C
chrIX	167530	YIL106W
chrIX	167543	YIL105C
chrIX	169908	YIL104C
chrIX	173023	YIL102C-A
chrIX	173098	YIL103W
chrIX	175282	YIL101C
chrIX	179678	YIL098C
chrIX	179763	YIL099W
chrIX	181959	YIL096C
chrIX	182147	YIL097W
chrIX	186443	YIL095W
chrIX	186458	YIL094C
chrIX	187872	YIL093C
chrIX	190976	YIL091C
chrIX	191066	YIL092W
chrIX	195388	YIL090W
chrIX	197859	YIL088C
chrIX	199545	YIL087C
chrIX	200378	YIL085C
chrIX	203460	YIL083C
chrIX	210885	YIL079C
chrIX	214791	YIL078W
chrIX	214858	YIL077C
chrIX	217618	YIL076W
chrIX	217766	YIL075C
chrIX	221028	YIL074C
chrIX	228351	YIL071C
chrIX	230166	YIL070C
chrIX	231366	YIL069C
chrIX	233022	YIL068C
chrIX	235641	YIL067C
chrIX	237975	YIL066C
chrIX	241234	YIL065C
chrIX	242720	YIL063C
chrIX	242758	YIL064W
chrIX	243927	YIL062C
chrIX	244624	YIL061C
chrIX	251912	YIL055C
chrIX	251972	YIL056W
chrIX	256025	YIL053W
chrIX	256117	YIL052C
chrIX	257712	YIL051C
chrIX	259906	YIL050W
chrIX	260988	YIL049W
chrIX	264956	YIL047C
chrIX	265015	YIL048W
chrIX	268473	YIL046W-A
chrIX	270677	YIL046W
chrIX	272835	YIL044C
chrIX	272921	YIL045W
chrIX	273972	YIL043C
chrIX	274975	YIL042C
chrIX	277590	YIL041W
chrIX	278231	YIL040W
chrIX	279946	YIL039W
chrIX	279980	YIL038C
chrIX	287540	YIL036W
chrIX	287678	YIL035C
chrIX	289154	YIL034C
chrIX	290240	YIL033C
chrIX	295874	YIL031W
chrIX	295963	YIL030C
chrIX	303588	YIL027C
chrIX	304353	YIL026C
chrIX	308487	YIL024C
chrIX	309323	YIL023C
chrIX	312690	YIL022W
chrIX	313913	YIL020C
chrIX	313996	YIL021W
chrIX	316243	YIL019W
chrIX	318019	YIL018W
chrIX	318086	YIL017C
chrIX	321988	YIL016W
chrIX	324181	YIL015W
chrIX	325141	YIL014C-A
chrIX	328020	YIL013C
chrIX	328085	YIL014W
chrIX	334664	YIL011W
chrIX	335625	YIL009C-A
chrIX	335708	YIL010W
chrIX	341663	YIL009W
chrIX	342899	YIL007C
chrIX	342959	YIL008W
chrIX	347776	YIL004C
chrIX	347838	YIL005W
chrIX	350088	YIL003W
chrIX	350550	YIL002C
chrIX	350600	YIL002W-A
chrIX	355548	YIL001W
chrIX	355814	YIR001C
chrIX	357298	YIR002C
chrIX	362994	YIR003W
chrIX	364635	YIR004W
chrIX	365379	YIR006C
chrIX	365415	YIR005W
chrIX	373008	YIR008C
chrIX	373080	YIR007W
chrIX	377177	YIR011C
chrIX	377268	YIR010W
chrIX	379846	YIR012W
chrIX	383343	YIR017C
chrIX	383509	YIR016W
chrIX	385401	YIR018W
chrIX	389374	YIR019C
chrIX	398441	YIR021W
chrIX	399336	YIR022W
chrIX	402775	YIR024C
chrIX	402799	YIR023W
chrIX	404780	YIR026C
chrIX	404915	YIR025W
chrIX	410542	YIR028W
chrIX	411887	YIR029W
chrIX	411982	YIR030C
chrIX	412962	YIR031C
chrIX	414955	YIR032C
chrIX	419524	YIR033W
chrIX	419545	YIR034C
chrIX	420960	YIR035C
chrIX	422018	YIR036C
chrIX	423687	YIR038C
chrIX	423710	YIR037W
chrIX	430399	YIR039C
chrIX	435192	YIR042C
chrX	390	YJL225C
chrX	8686	YJL223C
chrX	16495	YJL222W
chrX	22715	YJL218W
chrX	23824	YJL217W
chrX	24104	YJL216C
chrX	33477	YJL213W
chrX	33727	YJL212C
chrX	37797	YJL210W
chrX	40011	YJL208C
chrX	40062	YJL209W
chrX	41216	YJL207C
chrX	47589	YJL206C
chrX	49992	YJL205C
chrX	50557	YJL204C
chrX	54418	YJL203W
chrX	56297	YJL200C
chrX	56423	YJL201W
chrX	63602	YJL198W
chrX	67637	YJL197W
chrX	67715	YJL196C
chrX	70996	YJL194W
chrX	72603	YJL192C
chrX	72699	YJL193W
chrX	74716	YJL191W
chrX	74761	YJL190C
chrX	76611	YJL189W
chrX	76620	YJL187C
chrX	81922	YJL185C
chrX	82036	YJL186W
chrX	83881	YJL184W
chrX	85425	YJL183W
chrX	87461	YJL180C
chrX	87579	YJL181W
chrX	89159	YJL178C
chrX	89249	YJL179W
chrX	91775	YJL177W
chrX	91826	YJL176C
chrX	96084	YJL173C
chrX	96165	YJL174W
chrX	99504	YJL171C
chrX	99608	YJL172W
chrX	101123	YJL170C
chrX	102031	YJL168C
chrX	106165	YJL167W
chrX	106862	YJL165C
chrX	106887	YJL166W
chrX	109854	YJL164C
chrX	111606	YJL163C
chrX	113712	YJL162C
chrX	117843	YJL160C
chrX	117941	YJL161W
chrX	121992	YJL159W
chrX	122195	YJL158C
chrX	123679	YJL157C
chrX	126691	YJL156C
chrX	129127	YJL155C
chrX	131045	YJL154C
chrX	134186	YJL153C
chrX	136306	YJL151C
chrX	139428	YJL149W
chrX	141342	YJL148W
chrX	144938	YJL146W
chrX	146157	YJL145W
chrX	146901	YJL144W
chrX	147778	YJL143W
chrX	147813	YJL141C
chrX	151604	YJL139C
chrX	151676	YJL140W
chrX	153300	YJL138C
chrX	154862	YJL137C
chrX	156411	YJL136C
chrX	159455	YJL133C-A
chrX	159507	YJL134W
chrX	161703	YJL133W
chrX	164176	YJL131C
chrX	164325	YJL132W
chrX	165623	YJL130C
chrX	173535	YJL129C
chrX	177956	YJL128C
chrX	181289	YJL127C-B
chrX	185432	YJL125C
chrX	185557	YJL126W
chrX	186906	YJL124C
chrX	187887	YJL123C
chrX	190303	YJL121C
chrX	190398	YJL122W
chrX	192401	YJL118W
chrX	193544	YJL116C
chrX	193628	YJL117W
chrX	197207	YJL115W
chrX	207585	YJL112W
chrX	209696	YJL111W
chrX	209911	YJL110C
chrX	211941	YJL109C
chrX	217537	YJL108C
chrX	223449	YJL106W
chrX	227946	YJL104W
chrX	228823	YJL103C
chrX	234011	YJL102W
chrX	234177	YJL101C
chrX	239167	YJL100W
chrX	241741	YJL099W
chrX	245330	YJL098W
chrX	246317	YJL097W
chrX	247046	YJL096W
chrX	251671	YJL094C
chrX	251771	YJL095W
chrX	254623	YJL093C
chrX	260917	YJL091C
chrX	261078	YJL092W
chrX	262680	YJL090C
chrX	268715	YJL089W
chrX	269780	YJL087C
chrX	269921	YJL088W
chrX	274731	YJL084C
chrX	274817	YJL085W
chrX	281032	YJL083W
chrX	283598	YJL082W
chrX	283654	YJL081C
chrX	285449	YJL080C
chrX	289691	YJL079C
chrX	291030	YJL078C
chrX	294203	YJL077W-B
chrX	298910	YJL076W
chrX	299071	YJL074C
chrX	305079	YJL072C
chrX	305222	YJL073W
chrX	307897	YJL070C
chrX	307962	YJL071W
chrX	310833	YJL069C
chrX	312913	YJL068C
chrX	313900	YJL066C
chrX	314939	YJL065C
chrX	315680	YJL063C
chrX	317177	YJL062W-A
chrX	319869	YJL062W
chrX	322303	YJL061W
chrX	324802	YJL060W
chrX	326179	YJL058C
chrX	326280	YJL059W
chrX	328057	YJL057C
chrX	330258	YJL056C
chrX	334163	YJL055W
chrX	335786	YJL054W
chrX	337227	YJL053W
chrX	339419	YJL052W
chrX	342345	YJL051W
chrX	345802	YJL050W
chrX	347304	YJL048C
chrX	347402	YJL049W
chrX	348694	YJL047C-A
chrX	349302	YJL047C
chrX	353864	YJL046W
chrX	358039	YJL044C
chrX	358115	YJL045W
chrX	365600	YJL042W
chrX	368411	YJL039C
chrX	368502	YJL041W
chrX	374972	YJL038C
chrX	377441	YJL037W
chrX	380155	YJL035C
chrX	380302	YJL036W
chrX	383571	YJL034W
chrX	386230	YJL033W
chrX	386264	YJL031C
chrX	388285	YJL029C
chrX	388386	YJL030W
chrX	393744	YJL026W
chrX	395673	YJL025W
chrX	395698	YJL024C
chrX	397260	YJL023C
chrX	398788	YJL020C
chrX	407414	YJL016W
chrX	409283	YJL014W
chrX	409372	YJL013C
chrX	411163	YJL012C
chrX	414137	YJL011C
chrX	417483	YJL010C
chrX	419802	YJL008C
chrX	423081	YJL006C
chrX	431307	YJL004C
chrX	431378	YJL005W
chrX	433126	YJL002C
chrX	433192	YJL003W
chrX	436040	YJL001W
chrX	438741	YJR001W
chrX	440697	YJR002W
chrX	440907	YJR003C
chrX	442766	YJR004C
chrX	448314	YJR005W
chrX	450769	YJR006W
chrX	452101	YJR007W
chrX	453545	YJR009C
chrX	453660	YJR008W
chrX	457835	YJR010C-A
chrX	458128	YJR010W
chrX	458555	YJR011C
chrX	459665	YJR012C
chrX	461660	YJR013W
chrX	462525	YJR014W
chrX	464288	YJR016C
chrX	464387	YJR015W
chrX	466286	YJR017C
chrX	467165	YJR019C
chrX	468457	YJR021C
chrX	470153	YJR024C
chrX	470239	YJR022W
chrX	470986	YJR025C
chrX	483811	YJR030C
chrX	486445	YJR031C
chrX	492325	YJR033C
chrX	492383	YJR032W
chrX	497070	YJR034W
chrX	500600	YJR036C
chrX	500761	YJR035W
chrX	507347	YJR039W
chrX	510071	YJR041C
chrX	510151	YJR040W
chrX	516335	YJR043C
chrX	516374	YJR042W
chrX	518586	YJR044C
chrX	519419	YJR045C
chrX	523904	YJR046W
chrX	524802	YJR047C
chrX	526773	YJR049C
chrX	526838	YJR048W
chrX	529672	YJR050W
chrX	531449	YJR051W
chrX	533814	YJR052W
chrX	537894	YJR054W
chrX	541668	YJR056C
chrX	544686	YJR058C
chrX	544781	YJR057W
chrX	548449	YJR059W
chrX	550023	YJR060W
chrX	553136	YJR062C
chrX	553466	YJR061W
chrX	555708	YJR063W
chrX	557643	YJR064W
chrX	557661	YJR065C
chrX	566910	YJR067C
chrX	566925	YJR066W
chrX	568653	YJR069C
chrX	568777	YJR068W
chrX	569491	YJR070C
chrX	570897	YJR072C
chrX	572232	YJR073C
chrX	573850	YJR074W
chrX	575206	YJR076C
chrX	575208	YJR075W
chrX	577108	YJR077C
chrX	580289	YJR080C
chrX	580438	YJR078W
chrX	581709	YJR082C
chrX	582522	YJR083C
chrX	585025	YJR085C
chrX	585146	YJR084W
chrX	586366	YJR088C
chrX	586446	YJR086W
chrX	590691	YJR089W
chrX	590774	YJR090C
chrX	594782	YJR091C
chrX	603114	YJR093C
chrX	603201	YJR092W
chrX	608988	YJR094W-A
chrX	612145	YJR096W
chrX	613011	YJR098C
chrX	613090	YJR097W
chrX	616279	YJR100C
chrX	616356	YJR099W
chrX	619033	YJR102C
chrX	619192	YJR101W
chrX	622479	YJR104C
chrX	622545	YJR103W
chrX	624648	YJR105W
chrX	627165	YJR106W
chrX	628414	YJR107W
chrX	629488	YJR109C
chrX	635746	YJR111C
chrX	635840	YJR110W
chrX	637687	YJR112W
chrX	638183	YJR113C
chrX	638261	YJR112W-A
chrX	640744	YJR115W
chrX	641815	YJR116W
chrX	643393	YJR118C
chrX	643482	YJR117W
chrX	644265	YJR119C
chrX	647590	YJR120W
chrX	649402	YJR121W
chrX	651303	YJR122W
chrX	652697	YJR124C
chrX	652698	YJR123W
chrX	654630	YJR125C
chrX	656177	YJR126C
chrX	658842	YJR127C
chrX	663680	YJR129C
chrX	665112	YJR130C
chrX	669514	YJR131W
chrX	672832	YJR132W
chrX	673622	YJR134C
chrX	673730	YJR133W
chrX	675847	YJR135C
chrX	677332	YJR135W-A
chrX	677346	YJR136C
chrX	678810	YJR137C
chrX	689379	YJR139C
chrX	689466	YJR138W
chrX	690534	YJR140C
chrX	697021	YJR141W
chrX	698197	YJR143C
chrX	698274	YJR142W
chrX	701757	YJR144W
chrX	701958	YJR145C
chrX	705631	YJR147W
chrX	706937	YJR148W
chrX	708411	YJR149W
chrX	708704	YJR150C
chrX	712185	YJR151C
chrX	721399	YJR152W
chrX	723984	YJR153W
chrX	728326	YJR155W
chrX	728428	YJR156C
chrX	737272	YJR159W
chrXI	3207	YKL222C
chrXI	7675	YKL221W
chrXI	15788	YKL219W
chrXI	17159	YKL218C
chrXI	24224	YKL217W
chrXI	26476	YKL216W
chrXI	26659	YKL215C
chrXI	31023	YKL214C
chrXI	31885	YKL213C
chrXI	36502	YKL211C
chrXI	36677	YKL212W
chrXI	42248	YKL209C
chrXI	42329	YKL210W
chrXI	48044	YKL208W
chrXI	48940	YKL206C
chrXI	49007	YKL207W
chrXI	53472	YKL205W
chrXI	55757	YKL204W
chrXI	55855	YKL203C
chrXI	63713	YKL201C
chrXI	68116	YKL198C
chrXI	70443	YKL197C
chrXI	74785	YKL196C
chrXI	77091	YKL194C
chrXI	77161	YKL195W
chrXI	78756	YKL193C
chrXI	80021	YKL192C
chrXI	82726	YKL191W
chrXI	83718	YKL190W
chrXI	86016	YKL188C
chrXI	86038	YKL189W
chrXI	89129	YKL187C
chrXI	92644	YKL186C
chrXI	96378	YKL185W
chrXI	98168	YKL184W
chrXI	99776	YKL183W
chrXI	106912	YKL182W
chrXI	108722	YKL181W
chrXI	110236	YKL179C
chrXI	110238	YKL180W
chrXI	112938	YKL178C
chrXI	115408	YKL176C
chrXI	120298	YKL174C
chrXI	120388	YKL175W
chrXI	125646	YKL173W
chrXI	127141	YKL172W
chrXI	130468	YKL171W
chrXI	131103	YKL168C
chrXI	131186	YKL170W
chrXI	133512	YKL167C
chrXI	134289	YKL166C
chrXI	137775	YKL165C
chrXI	141536	YKL164C
chrXI	145633	YKL163W
chrXI	147489	YKL162C
chrXI	149128	YKL161C
chrXI	153716	YKL159C
chrXI	153774	YKL160W
chrXI	158387	YKL157W
chrXI	159411	YKL155C
chrXI	159419	YKL156W
chrXI	162400	YKL154W
chrXI	163502	YKL152C
chrXI	164812	YKL151C
chrXI	167483	YKL149C
chrXI	167572	YKL150W
chrXI	169011	YKL148C
chrXI	173942	YKL146W
chrXI	175716	YKL144C
chrXI	175767	YKL145W
chrXI	178253	YKL143W
chrXI	179314	YKL142W
chrXI	180365	YKL141W
chrXI	182619	YKL140W
chrXI	184500	YKL138C-A
chrXI	184595	YKL139W
chrXI	185212	YKL138C
chrXI	186386	YKL135C
chrXI	186490	YKL137W
chrXI	188947	YKL134C
chrXI	191516	YKL133C
chrXI	193329	YKL132C
chrXI	195154	YKL130C
chrXI	196243	YKL129C
chrXI	200784	YKL128C
chrXI	205397	YKL127W
chrXI	207822	YKL126W
chrXI	210289	YKL125W
chrXI	212405	YKL122C
chrXI	212513	YKL124W
chrXI	216820	YKL121W
chrXI	218429	YKL119C
chrXI	218499	YKL120W
chrXI	221123	YKL117W
chrXI	221199	YKL116C
chrXI	223271	YKL114C
chrXI	224619	YKL113C
chrXI	228797	YKL110C
chrXI	228906	YKL112W
chrXI	234255	YKL109W
chrXI	235927	YKL108W
chrXI	238953	YKL105C
chrXI	239012	YKL106W
chrXI	242972	YKL104C
chrXI	245961	YKL103C
chrXI	253456	YKL100C
chrXI	253524	YKL101W
chrXI	255634	YKL099C
chrXI	257927	YKL098W
chrXI	259701	YKL096W-A
chrXI	261947	YKL096W
chrXI	264379	YKL094W
chrXI	265999	YKL093W
chrXI	266015	YKL092C
chrXI	269623	YKL091C
chrXI	273389	YKL090W
chrXI	275137	YKL089W
chrXI	277087	YKL087C
chrXI	277208	YKL088W
chrXI	278755	YKL086W
chrXI	280493	YKL085W
chrXI	280912	YKL082C
chrXI	281069	YKL084W
chrXI	284694	YKL081W
chrXI	286257	YKL080W
chrXI	288649	YKL079W
chrXI	291135	YKL078W
chrXI	292697	YKL075C
chrXI	292833	YKL077W
chrXI	294536	YKL074C
chrXI	299162	YKL073W
chrXI	302014	YKL072W
chrXI	305957	YKL071W
chrXI	307889	YKL069W
chrXI	309776	YKL068W-A
chrXI	313196	YKL068W
chrXI	315467	YKL067W
chrXI	316346	YKL065C
chrXI	316443	YKL065W-A
chrXI	320836	YKL064W
chrXI	320844	YKL063C
chrXI	325447	YKL062W
chrXI	326327	YKL060C
chrXI	326400	YKL061W
chrXI	328025	YKL059C
chrXI	330746	YKL058W
chrXI	330806	YKL057C
chrXI	334310	YKL056C
chrXI	335125	YKL055C
chrXI	336326	YKL054C
chrXI	339067	YKL053C-A
chrXI	339634	YKL052C
chrXI	342469	YKL051W
chrXI	342668	YKL050C
chrXI	345983	YKL049C
chrXI	347061	YKL048C
chrXI	351039	YKL046C
chrXI	351210	YKL047W
chrXI	355182	YKL045W
chrXI	358007	YKL043W
chrXI	359787	YKL042W
chrXI	360808	YKL040C
chrXI	360877	YKL041W
chrXI	364446	YKL039W
chrXI	369283	YKL038W
chrXI	371558	YKL035W
chrXI	374218	YKL034W
chrXI	375285	YKL033W-A
chrXI	378878	YKL033W
chrXI	379908	YKL032C
chrXI	382604	YKL029C
chrXI	387273	YKL028W
chrXI	389022	YKL027W
chrXI	389207	YKL026C
